"CONTRACT_NUNBER";"IS_FOUND_EXPIRATION_DATE";"IS_FOUND_MONTHS";"EXPIRATION_DATE";"GODN_FOUND_TEXT";"MONTH_FOUND_TEXT"
"2781901318920000094";1;0;;Срок годности товара:________________________;
"2781902643820000057";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2782566168520000370";1;1;не менее 12 месяцев;Остаточный срок годности Товара на момент поставки Заказчику:;не менее 12 месяцев
"2782666620620000115";1;1;не менее 10 месяцев;Остаточный срок годности Товара на момент поставки Заказчику:;не менее 10 месяцев
"2782666724920000138";1;1;не менее 12 месяцев;Остаточный срок годности Товара на момент поставки Заказчику:;не менее 12 месяцев
"2782666724920000138";1;1;не менее 12 месяцев;Остаточный срок годности Товара на момент поставки Заказчику:;не менее 12 месяцев
"2784331175720000487";1;1;не менее 12 месяцев;Остаточный срок годности Товара на момент поставки Заказчику:;не менее 12 месяцев
"2784331175720000502";1;1;не менее 12 месяцев;Остаточный срок годности Товара на момент поставки Заказчику:;не менее 12 месяцев
"2784331175720000533";1;1;не менее 12 месяцев;Остаточный срок годности Товара на момент поставки Заказчику:;не менее 12 месяцев
"2790000190920000158";1;0;;"6. Срок годности Товара:____________________________";
"2790300203321000016";1;0;;Остаточный срок годности;
"2820000068320000123";1;1;Информация о Товаре: остаточный срок годности – не менее 18 месяцев на момент поставки, а по позиции 1 – не менее 8 месяцев. (т.к. общий срок годности, установленный производителем, составляет 12 месяцев);Информация о Товаре: остаточный срок годности – не менее 18 месяцев на момент поставки, а по позиции 1 – не менее 8 месяцев. (т.к. общий срок годности, установленный производителем, составляет 12 месяцев);Информация о Товаре: остаточный срок годности – не менее 18 месяцев на момент поставки, а по позиции 1 – не менее 8 месяцев. (т.к. общий срок годности, установленный производителем, составляет 12 месяцев)
"2820000068320000124";1;1;Информация о Товаре: срок годности ЛП не менее 18 месяцев на момент поставки;Информация о Товаре: срок годности ЛП не менее 18 месяцев на момент поставки;Информация о Товаре: срок годности ЛП не менее 18 месяцев на момент поставки
"2820000068320000135";1;1;Информация о Товаре: срок годности ЛП не менее 18 месяцев на момент поставки;Информация о Товаре: срок годности ЛП не менее 18 месяцев на момент поставки;Информация о Товаре: срок годности ЛП не менее 18 месяцев на момент поставки
"2830001052620000347";1;1;Не менее 18 (восемнадцати) месяцев на момент поставки;Остаточный срок годности;Не менее 18 (восемнадцати) месяцев на момент поставки
"2830001052620000415";1;1;Не менее 18 (восемнадцати) месяцев на момент поставки;Остаточный срок годности;Не менее 18 (восемнадцати) месяцев на момент поставки
"2830104010720000104";1;1;Не менее 18 (восемнадцати) месяцев на момент поставки;Остаточный срок годности;Не менее 18 (восемнадцати) месяцев на момент поставки
"2830104010720000105";1;1;Не менее 18 (восемнадцати) месяцев на момент поставки;Остаточный срок годности;Не менее 18 (восемнадцати) месяцев на момент поставки
"2830104010720000109";1;1;Не менее 18 (восемнадцати) месяцев на момент поставки;Остаточный срок годности;Не менее 18 (восемнадцати) месяцев на момент поставки
"2830104010720000110";1;1;Не менее 18 (восемнадцати) месяцев на момент поставки;Остаточный срок годности;Не менее 18 (восемнадцати) месяцев на момент поставки
"2850600466020000236";1;0;;"1.6. Срок годности Товара:____________________________";
"2860100444520000873";1;0;;    6. Срок годности Товара: _____;
"2860100444520000906";1;0;;"    6. Срок годности Товара: _____";
"2860100444520000952";1;0;;"    6. Срок годности Товара: _____";
"2860100444520001114";1;1;"лиофилизат для приготовления раствора для внутривенного введения, Флаконы 10 мл № 5,не менее 6 месяцев";Лекарственная форма, дозировка лекарственного препарата, количество лекарственных форм во вторичной (потребительской) упаковке, остаточный срок годности.;"лиофилизат для приготовления раствора для внутривенного введения, Флаконы 10 мл № 5,не менее 6 месяцев"
"2860100444520001118";1;0;;"    6. Срок годности Товара: _____";
"2860100444520001148";1;1;"лиофилизат для приготовления раствора для внутривенного введения, Флаконы 10 мл № 5,не менее 6 месяцев";Лекарственная форма, дозировка лекарственного препарата, количество лекарственных форм во вторичной (потребительской) упаковке, остаточный срок годности.;"лиофилизат для приготовления раствора для внутривенного введения, Флаконы 10 мл № 5,не менее 6 месяцев"
"2860100444520001149";1;1;"лиофилизат для приготовления раствора для внутривенного введения, Флаконы 10 мл № 5,не менее 6 месяцев";Лекарственная форма, дозировка лекарственного препарата, количество лекарственных форм во вторичной (потребительской) упаковке, остаточный срок годности.;"лиофилизат для приготовления раствора для внутривенного введения, Флаконы 10 мл № 5,не менее 6 месяцев"
"2860100444520001150";1;1;"лиофилизат для приготовления раствора для внутривенного введения, Флаконы 10 мл № 5,не менее 6 месяцев";Лекарственная форма, дозировка лекарственного препарата, количество лекарственных форм во вторичной (потребительской) упаковке, остаточный срок годности.;"лиофилизат для приготовления раствора для внутривенного введения, Флаконы 10 мл № 5,не менее 6 месяцев"
"2860200023520000162";1;1;Остаточный срок годности лекарственного препарата (на момент поставки):  не менее 12 месяцев;Остаточный срок годности;Остаточный срок годности лекарственного препарата (на момент поставки):  не менее 12 месяцев
"2860200172920000054";1;1;"17 месяцев на момент поставки товара";Остаточный срок годности;"17 месяцев на момент поставки товара"
"2860201507020000233";1;1;раствор для инъекций 370 мг йода/мл, 100 мл флакон №1 пачка картоннаяПериод выведения через почки в течение 12 часов не менее 93% от введенной дозы.;Остаточный срок годности;раствор для инъекций 370 мг йода/мл, 100 мл флакон №1 пачка картоннаяПериод выведения через почки в течение 12 часов не менее 93% от введенной дозы.
"2860201507020000268";1;1;"12 (двенадцать) месяцев на дату поставки Заказчику.";Остаточный срок годности;"12 (двенадцать) месяцев на дату поставки Заказчику."
"2860201507020000283";1;1;Ультравист раствор для инъекций 370 мг йода/мл, 100 мл флакон №1 пачка картоннаяПериод выведения через почки в течение 12 часов не менее 93% от введенной дозы.;Остаточный срок годности;Ультравист раствор для инъекций 370 мг йода/мл, 100 мл флакон №1 пачка картоннаяПериод выведения через почки в течение 12 часов не менее 93% от введенной дозы.
"2860201507020000295";1;1;Составляет не менее 12 (двенадцать) месяцев на дату поставки Заказчику;Остаточный срок годности;Составляет не менее 12 (двенадцать) месяцев на дату поставки Заказчику
"2860201522420000301";1;1;не менее 12 месяцев, на момент получения лекарственного препарата Заказчиком;Остаточный срок годности;не менее 12 месяцев, на момент получения лекарственного препарата Заказчиком
"2860201522420000308";1;1;не менее 10 месяцев, на момент получения лекарственного препарата Заказчиком;Остаточный срок годности;не менее 10 месяцев, на момент получения лекарственного препарата Заказчиком
"2860300590220000209";1;1;Не менее 4 месяцев на момент поставки;Остаточный срок годности;Не менее 4 месяцев на момент поставки
"2860311280920000376";1;1;Остаточный срок годности лекарственного препарата составит 12 месяцев на дату поставки;Остаточный срок годности;Остаточный срок годности лекарственного препарата составит 12 месяцев на дату поставки
"2860313242821000003";1;1;Не менее 12 месяцев;Остаточный срок годности Товара;Не менее 12 месяцев
"2860401318020000368";1;0;;"Срок годности Товара: _____";
"2860401318020000380";1;0;;"Срок годности Товара: _____";
"2860401318020000383";1;1;"9. Остаточный срок годности: не менее 18 месяцев";"9. Остаточный срок годности: не менее 18 месяцев";"9. Остаточный срок годности: не менее 18 месяцев"
"2860401318020000416";1;0;;"Срок годности Товара: _____";
"2860401318020000419";1;0;;"Срок годности Товара: _____";
"2860401318020000437";1;0;;"Срок годности Товара: _____";
"2860403272220000052";1;1;Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год)
"2860403272220000053";1;1;Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год)
"2860403272220000073";1;1;Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год)
"2860501128120000385";1;1;Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год)
"2860501128120000436";1;1;Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год)
"2860501128120000455";1;1;Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год)
"2860501128120000468";1;1;Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год)
"2860600250820000302";1;1;-не менее 12 месяцев с момента поступления товара;Остаточный срок годности;-не менее 12 месяцев с момента поступления товара
"2860700565320000371";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2860901245520000381";0;0;;;
"2860901245520000381";1;1;(не менее 12 месяцев ).;Остаточный срок годности;(не менее 12 месяцев ).
"2860901245521000003";1;1;(не менее 12 месяцев с момента поступления товара).;Остаточный срок годности;(не менее 12 месяцев с момента поступления товара).
"2860901245521000003";0;0;;;
"2860901245521000005";1;1;(не менее 12 месяцев на момент поставки).;Остаточный срок годности;(не менее 12 месяцев на момент поставки).
"2861001021220000244";1;1;"6 месяцев на дату поставки по каждой партии товара";Остаточный срок годности товара;"6 месяцев на дату поставки по каждой партии товара"
"2861001021220000295";1;1;не менее 12 месяцев на дату поставки по каждой партии товара.;Остаточный срок годности товара;не менее 12 месяцев на дату поставки по каждой партии товара.
"2861001657421000028";1;0;;Остаточный срок годности;
"2861001660920000095";1;1;Остаточный срок годности лекарственного препарата не менее 12 месяцев на момент поставки;Остаточный срок годности;Остаточный срок годности лекарственного препарата не менее 12 месяцев на момент поставки
"2861100345820000156";1;1;Не менее 12 месяцев;Остаточный срок годности Товара;Не менее 12 месяцев
"2861201456520000229";1;1;"Остаточный срок годности на момент поставки не менее 12 месяцев.";"Остаточный срок годности на момент поставки не менее 12 месяцев.";"Остаточный срок годности на момент поставки не менее 12 месяцев."
"2861201456520000234";1;1;Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год)
"2861201456520000252";1;1;Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год)
"2861201456520000310";1;1;Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год)
"2861201456520000322";1;1;"10 месяцев с момента поступления товара";Остаточный срок годности;"10 месяцев с момента поступления товара"
"2861201456520000333";0;0;;;
"2861201456520000333";1;1;"12 месяцев на дату поставки";Остаточный срок годности;"12 месяцев на дату поставки"
"2861600546620000207";1;1;"10 месяцев";Остаточный срок годности;"10 месяцев"
"2861600546620000208";1;1;"10 месяцев";Остаточный срок годности;"10 месяцев"
"2861600546620000249";1;1;"10 месяцев";Остаточный срок годности;"10 месяцев"
"2861600546620000250";1;1;"10 месяцев";Остаточный срок годности;"10 месяцев"
"2861600546620000261";1;1;"10 месяцев";Остаточный срок годности;"10 месяцев"
"2861601181520000096";1;1;не менее 12 месяцев;Остаточный срок годности Товара;не менее 12 месяцев
"2861701147020000252";1;1;Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год)
"2861701444920000113";1;1;Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год);Остаточный срок годности товара (число/месяц/год)
"2890100700620001292";0;0;;;
"2890100700620001497";0;0;;;
"2890401271020000979";1;1;"12 месяцев с момента поставки товара";Остаточный срок годности;"12 месяцев с момента поставки товара"
"2890401271020001017";1;1;на момент поставки не менее 12 месяцев;Остаточный срок годности;на момент поставки не менее 12 месяцев
"2890401271020001038";1;1;на момент поставки не менее 12 месяцев;Остаточный срок годности;на момент поставки не менее 12 месяцев
"2890401271020001064";1;0;;"6. Срок годности Товара: _____";
"2890401271020001077";1;1;на момент поставки 12 месяцев;Остаточный срок годности;на момент поставки 12 месяцев
"2890501870720000584";1;1;Не менее 12 месяцев на момент поставки;Остаточный срок годности;Не менее 12 месяцев на момент поставки
"2891000212420000286";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2891000212420000287";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2891100132420000425";1;1;на момент передачи Получателю должен быть не менее 18 месяцев от срока годности, установленного изготовителем.;Остаточный срок годности;на момент передачи Получателю должен быть не менее 18 месяцев от срока годности, установленного изготовителем.
"2891100132420000432";1;1;на момент передачи Получателю должен быть не менее 12  месяцев от срока годности, установленного изготовителем.;Остаточный срок годности;на момент передачи Получателю должен быть не менее 12  месяцев от срока годности, установленного изготовителем.
"2910100594020000189";1;1;на момент поставки не менее 12 (двенадцати) месяцев.;"10.Остаточный срок годностилекарственного препарата";на момент поставки не менее 12 (двенадцати) месяцев.
"2910100594020000189";1;1;на момент поставки не менее 12 (двенадцати) месяцев.;"10.Остаточный срок годностилекарственного препарата";на момент поставки не менее 12 (двенадцати) месяцев.
"2910203689120000436";1;1;не менее 16 месяцев на момент поставки товара;Остаточный срок годности;не менее 16 месяцев на момент поставки товара
"2910203689120000436";1;1;не менее 16 месяцев на момент поставки товара;Остаточный срок годности;не менее 16 месяцев на момент поставки товара
"2910203689120000445";1;1;не менее 12 месяцев на момент поставки товара;Остаточный срок годности;не менее 12 месяцев на момент поставки товара
"2910203689120000445";1;1;не менее 12 месяцев на момент поставки товара;Остаточный срок годности;не менее 12 месяцев на момент поставки товара
"2910203689120000465";1;1;Не менее 12 месяцев на момент поставки;Остаточный срок годности;Не менее 12 месяцев на момент поставки
"2910203689120000465";1;1;Не менее 12 месяцев на момент поставки;Остаточный срок годности;Не менее 12 месяцев на момент поставки
"2910203689120000542";1;1;не менее 16 месяцев на момент поставки товара;Остаточный срок годности;не менее 16 месяцев на момент поставки товара
"2910203689120000542";1;1;не менее 16 месяцев на момент поставки товара;Остаточный срок годности;не менее 16 месяцев на момент поставки товара
"2910206042120000351";1;1;На момент фактической поставки товара не менее 12 месяцев;Остаточный срок годности:;На момент фактической поставки товара не менее 12 месяцев
"2910206042120000351";1;1;На момент фактической поставки товара не менее 12 месяцев;Остаточный срок годности:;На момент фактической поставки товара не менее 12 месяцев
"2910206378220000127";1;0;;"6. Срок годности Товара:____________________________";
"2910206378220000127";1;0;;"6. Срок годности Товара:____________________________";
"2910206409520000301";1;0;;Срок годности Товара:_______________________;
"2910206409520000301";1;0;;Срок годности Товара:_______________________;
"2910206409520000341";1;1;Срок годности до 31.10.2021;Срок годности до 31.10.2021;Срок годности до 31.10.2021
"2910206409520000341";1;1;Срок годности до 31.10.2021;Срок годности до 31.10.2021;Срок годности до 31.10.2021
"2910206568420000123";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2910206577220000238";1;1;не менее 12 (двенадцати) месяцев на дату поставки товара;Остаточный срок годности;не менее 12 (двенадцати) месяцев на дату поставки товара
"2910206577220000238";1;1;не менее 12 (двенадцати) месяцев на дату поставки товара;Остаточный срок годности;не менее 12 (двенадцати) месяцев на дату поставки товара
"2910206577221000001";0;0;;;
"2910206685720000301";1;1;Остаточный срок годности лекарственного препарата —  12 месяцев на дату поставки;Остаточный срок годности;Остаточный срок годности лекарственного препарата —  12 месяцев на дату поставки
"2910206685720000301";1;1;Остаточный срок годности лекарственного препарата —  12 месяцев на дату поставки;Остаточный срок годности;Остаточный срок годности лекарственного препарата —  12 месяцев на дату поставки
"2910207039520000220";1;0;;"    6. Срок годности Товара: _____";
"2910207039520000220";1;0;;"    6. Срок годности Товара: _____";
"2910207039520000246";1;0;;    6. Срок годности Товара: _____;
"2910207039520000246";1;0;;    6. Срок годности Товара: _____;
"2910600806020000110";1;1;Остаточный срок годности товара на момент поставки не менее 14 месяцев от срока годности, установленного производителем на данный вид товара.;Остаточный срок годности;Остаточный срок годности товара на момент поставки не менее 14 месяцев от срока годности, установленного производителем на данный вид товара.
"2910600806020000110";1;1;Остаточный срок годности товара на момент поставки не менее 14 месяцев от срока годности, установленного производителем на данный вид товара.;Остаточный срок годности;Остаточный срок годности товара на момент поставки не менее 14 месяцев от срока годности, установленного производителем на данный вид товара.
"2910600806020000116";1;1;Срок пригодности товара для использования по назначению на момент фактической поставки составляет не менее чем 14 месяцев;Остаточный срок годности;Срок пригодности товара для использования по назначению на момент фактической поставки составляет не менее чем 14 месяцев
"2910600806020000116";1;1;Срок пригодности товара для использования по назначению на момент фактической поставки составляет не менее чем 14 месяцев;Остаточный срок годности;Срок пригодности товара для использования по назначению на момент фактической поставки составляет не менее чем 14 месяцев
"2910600806020000116";0;0;;;
"2910700453320000132";1;1;Информация о Товаре: (Остаточным сроком годности Товара на момент поставки должен быть не менее 12 месяцев);Информация о Товаре: (Остаточным сроком годности Товара на момент поставки должен быть не менее 12 месяцев);Информация о Товаре: (Остаточным сроком годности Товара на момент поставки должен быть не менее 12 месяцев)
"2910700453320000132";1;1;Информация о Товаре: (Остаточным сроком годности Товара на момент поставки должен быть не менее 12 месяцев);Информация о Товаре: (Остаточным сроком годности Товара на момент поставки должен быть не менее 12 месяцев);Информация о Товаре: (Остаточным сроком годности Товара на момент поставки должен быть не менее 12 месяцев)
"2910900821220000186";1;0;;Срок годности Товара:________________________;
"2910900821220000186";1;0;;Срок годности Товара:________________________;
"2910900821220000193";1;0;;Срок годности Товара:________________________;
"2910900821220000193";1;0;;Срок годности Товара:________________________;
"2910900821220000208";1;0;;Срок годности Товара:________________________;
"2910900821220000208";1;0;;Срок годности Товара:________________________;
"2910900821220000233";1;0;;Срок годности Товара:________________________;
"2910900821220000233";1;0;;Срок годности Товара:________________________;
"2911008712020000369";1;1;(не менее 12 месяцев на момент поставки).;Остаточный срок годности;(не менее 12 месяцев на момент поставки).
"2911008712020000369";1;1;(не менее 12 месяцев на момент поставки).;Остаточный срок годности;(не менее 12 месяцев на момент поставки).
"2911008712020000369";0;0;;;
"2911008712020000394";0;0;;;
"2911008712020000394";1;1;(не менее 12 месяцев на момент поставки).;Остаточный срок годности;(не менее 12 месяцев на момент поставки).
"2911008712020000394";1;1;(не менее 12 месяцев на момент поставки).;Остаточный срок годности;(не менее 12 месяцев на момент поставки).
"2911008712020000401";1;1;"12 месяцев с даты поставки";Остаточный срок годности;"12 месяцев с даты поставки"
"2911008712020000401";1;1;"12 месяцев с даты поставки";Остаточный срок годности;"12 месяцев с даты поставки"
"2911008712020000401";0;0;;;
"2911008712020000425";1;1;(не менее 12 месяцев на момент поставки).;Остаточный срок годности;(не менее 12 месяцев на момент поставки).
"2911008712020000425";1;1;(не менее 12 месяцев на момент поставки).;Остаточный срок годности;(не менее 12 месяцев на момент поставки).
"2911008712020000427";1;1;(не менее 12 месяцев на момент поставки).;Остаточный срок годности;(не менее 12 месяцев на момент поставки).
"2911008712020000427";1;1;(не менее 12 месяцев на момент поставки).;Остаточный срок годности;(не менее 12 месяцев на момент поставки).
"2911008712020000449";0;0;;;
"2911008712020000449";1;1;(не менее 12 месяцев на момент поставки).;Остаточный срок годности;(не менее 12 месяцев на момент поставки).
"2911008712020000449";1;1;(не менее 12 месяцев на момент поставки).;Остаточный срок годности;(не менее 12 месяцев на момент поставки).
"2911100862920000160";1;1;не менее 14 месяцев;Остаточный срок годности;не менее 14 месяцев
"2911100862920000160";1;1;не менее 14 месяцев;Остаточный срок годности;не менее 14 месяцев
"2911100927720000046";1;0;;Остаточный срок годности;
"2911100927720000046";1;0;;Остаточный срок годности;
"2911100927721000004";1;1;не менее 18 месяцев, остаточный срок годности на позицию 4 будет 12 месяцев, так ка к общий срок годности 18 месяцев.;Остаточный срок годности;не менее 18 месяцев, остаточный срок годности на позицию 4 будет 12 месяцев, так ка к общий срок годности 18 месяцев.
"2911100927721000004";1;1;не менее 18 месяцев, остаточный срок годности на позицию 4 будет 12 месяцев, так ка к общий срок годности 18 месяцев.;Остаточный срок годности;не менее 18 месяцев, остаточный срок годности на позицию 4 будет 12 месяцев, так ка к общий срок годности 18 месяцев.
"2920101587820000124";1;1;на момент поставки  не менее 12 месяцев;Остаточный срок годности;на момент поставки  не менее 12 месяцев
"2920101668820000385";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2920300719920000161";1;0;;    6. Срок годности Товара: _____;
"2920300719920000172";1;0;;    6. Срок годности Товара: _____;
"2920300719920000188";1;1;остаточный срок годности лекарственных препаратов должен составлять не менее 12 (двенадцать) месяцев на момент поставки.;Остаточный срок годности;остаточный срок годности лекарственных препаратов должен составлять не менее 12 (двенадцать) месяцев на момент поставки.
"2920300719920000215";1;0;;    6. Срок годности Товара: _____;
"2920300719920000226";1;0;;    6. Срок годности Товара: _____;
"2920402213620000449";1;1;Остаточный срок годности на момент поставки товара не менее 15 месяцев.;Остаточный срок годности на момент поставки товара не менее 15 месяцев.;Остаточный срок годности на момент поставки товара не менее 15 месяцев.
"2920402328120000316";1;1;Не менее 12 (двенадцати) месяцев на дату поставки.;Остаточный срок годности;Не менее 12 (двенадцати) месяцев на дату поставки.
"2920402328120000353";1;1;Не менее 12 (двенадцати) месяцев на дату поставки.;Остаточный срок годности;Не менее 12 (двенадцати) месяцев на дату поставки.
"3141900216720000215";1;1;Не менее 12 месяцев;Остаточный срок годности на момент поставки;Не менее 12 месяцев
"3180100568320000190";1;1;На момент поставки Товара должен составлять не менее 12 месяцев до истечения срока годности, установленного производителем.;Остаточный срок годности;На момент поставки Товара должен составлять не менее 12 месяцев до истечения срока годности, установленного производителем.
"3181000070920000195";1;1;на момент поставки должен составлять не менее 12 месяцев до истечения срока годности Товара, установленного производителем.;Остаточный срок годности;на момент поставки должен составлять не менее 12 месяцев до истечения срока годности Товара, установленного производителем.
"3212870009520000208";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"3212870009520000208";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"3222201478420000152";1;0;;Срок годности Товара:________________________;
"3222201478420000243";1;0;;Срок годности Товара:________________________;
"3222201478420000259";1;0;;Срок годности Товара:________________________;
"3225600249820000185";1;0;;Срок годности Товара:________________________;
"3230301085120000373";1;1;Остаточный срок годности лекарственных препаратов на момент поставки не менее 12 месяцев от срока годности, установленного производителем на данный вид товара.;Остаточный срок годности лекарственных препаратов на момент поставки не менее 12 месяцев от срока годности, установленного производителем на данный вид товара.;Остаточный срок годности лекарственных препаратов на момент поставки не менее 12 месяцев от срока годности, установленного производителем на данный вид товара.
"3230301085120000376";1;1;Остаточный срок годности лекарственных препаратов на момент поставки - не менее 12 месяцев.;Остаточный срок годности лекарственных препаратов на момент поставки - не менее 12 месяцев.;Остаточный срок годности лекарственных препаратов на момент поставки - не менее 12 месяцев.
"3230301085120000392";1;1;Остаточный срок годности лекарственных препаратов на момент поставки - не менее 12 месяцев.;Остаточный срок годности лекарственных препаратов на момент поставки - не менее 12 месяцев.;Остаточный срок годности лекарственных препаратов на момент поставки - не менее 12 месяцев.
"3230401939920000326";1;1;Остаточный срок годности лекарственного препарата на момент поставки не менее 12 месяцев  ;Остаточный срок годности (указывается в соответствии с требованиями, установленными в технической части документации);Остаточный срок годности лекарственного препарата на момент поставки не менее 12 месяцев  
"3230501671420000081";1;1;Остаточный срок годности лекарственных препаратов на момент поставки - не менее 12 месяцев;Остаточный срок годности;Остаточный срок годности лекарственных препаратов на момент поставки - не менее 12 месяцев
"3230501671421000012";1;0;;Срок годности Товара:________________________;
"3230601727720000495";1;0;;Срок годности Товара;
"3230601727720000522";1;1;Остаточный срок годности на момент поставки составит не менее 8 месяцев.;Остаточный срок годности на момент поставки составит не менее 8 месяцев.;Остаточный срок годности на момент поставки составит не менее 8 месяцев.
"3230601727720000544";1;0;;Срок годности Товара;
"3230601727720000582";1;1;Остаточный срок годности составит не менее 8 месяцев на момент поставки;Остаточный срок годности составит не менее 8 месяцев на момент поставки;Остаточный срок годности составит не менее 8 месяцев на момент поставки
